airID,airline,airlinealias,IATA,ICAO,callsign,country,active
5202,USAF Air Mobility Operations Control Center,\N,NA,DOD,NA,United States,N
5203,U.S. Department of the Interior,\N,NA,DOI,INTERIOR,United States,N
5204,United Kingdom Civil Aviation Authority,\N,NA,EXM,EXAM,United Kingdom,N
5205,Union des Transports Africains de Guinee,\N,NA,GIH,TRANSPORT AFRICAIN,Guinea,N
5206,US Army Parachute Team,\N,NA,GKA,GOLDEN KNIGHTS,United States,N
5207,USA3000 Airlines,\N,U5,GWY,GETAWAY,United States,Y
5208,United Arabian Airlines,\N,NA,UAB,UNITED ARABIAN,Sudan,N
5209,United Airlines,\N,UA,UAL,UNITED,United States,Y
5210,United Air Charters,\N,NA,UAC,UNITAIR,Zimbabwe,Y
5211,United Carriers Systems,\N,NA,UCS,UNITED CARRIERS,United States,N
5212,United Eagle Airlines,\N,NA,UEA,UNITED EAGLE,China,N
5213,United Feeder Service,\N,U2,NA,NA,United States,N
5214,United Kingdom Civil Aviation Authority,\N,NA,CFU,MINAIR,United Kingdom,N
5215,United Kingdom Royal VIP Flights,\N,NA,KRF,KITTYHAWK,United Kingdom,N
5216,United Kingdom Royal VIP Flight,\N,NA,KRH,SPARROWHAWK,United Kingdom,N
5217,United Kingdom Civil Aviation Authority,\N,NA,SDS,STANDARDS,United Kingdom,N
5218,United Kingdom Royal VIP Flights,\N,NA,TQF,RAINBOW,United Kingdom,N
5219,United States Coast Guard Auxiliary,\N,NA,CGX,COASTGUARD AUXAIR,United States,N
5220,United States Department Of Agriculture,\N,NA,AGR,AGRICULTURE,United States,N
5221,University Air Squadron,\N,NA,UAD,NA,United Kingdom,N
5222,University Air Squadron,\N,NA,UAJ,NA,United Kingdom,N
5223,University Air Squadron,\N,NA,UAA,NA,United Kingdom,N
5224,University Air Squadron,\N,NA,UAH,NA,United Kingdom,N
5225,Universal Avia,\N,NA,HBU,KHARKIV UNIVERSAL,Ukraine,N
5226,UK HEMS,\N,NA,HLE,HELIMED,United Kingdom,N
5227,USA Jet Airlines,\N,U7,JUS,JET USA,United States,N
5228,Unijet,\N,NA,LEA,LEADAIR,France,N
5229,US Marshals Service,\N,NA,MSH,MARSHALAIR,United States,N
5230,University of North Dakota,\N,NA,NDU,SIOUX,United States,N
5231,Universal Airlines,\N,NA,PNA,PACIFIC NORTHERN,United States,N
5232,Uganda Royal Airways,\N,NA,RAU,UGANDA ROYAL,Uganda,N
5233,United Aviation Services,\N,NA,SAU,UNISERVE,Spain,N
5234,Ural Airlines,\N,U6,SVR,SVERDLOVSK AIR,Russia,Y
5235,Ukraine Transavia,\N,NA,TRB,KIROVTRANS,Ukraine,N
5236,United Arab Emirates Air Force,\N,NA,UAF,UNIFORCE,United Arab Emirates,N
5237,Union Africaine des Transports,\N,NA,UAI,UNAIR,Ivory Coast,N
5238,Uganda Air Cargo,\N,NA,UCC,UGANDA CARGO,Uganda,N
5239,US Airports Air Charter,\N,NA,UCH,US CHARTER,United States,N
5240,Ucoaviacion,\N,NA,UCO,UCOAVIACION,Spain,N
5241,Ues-Avia Aircompany,\N,NA,UES,AVIASYSTEM,Ukraine,N
5242,UFS,\N,NA,UFS,FEEDER EXPRESS,United States,N
5243,Uganda Airlines,\N,NA,UGA,UGANDA,Uganda,N
5244,Urgemer Canarias,\N,NA,UGC,URGEMER,Spain,N
5245,Ukrainian Helicopters,\N,NA,UHL,UKRAINE COPTERS,Ukraine,N
5246,Ulyanovsk Higher Civil Aviation School,\N,NA,UHS,PILOT AIR,Russia,N
5247,Universal Jet Rental de Mexico,\N,NA,UJR,UNIVERSAL JET,Mexico,N
5248,Universal Jet Aviation,\N,NA,UJT,UNI-JET,United States,N
5249,UK International Airlines,\N,NA,UKI,KHALIQ,United Kingdom,N
5250,Ukraine Air Alliance,\N,NA,UKL,UKRAINE ALLIANCE,Ukraine,N
5251,UM Airlines,\N,UF,UKM,UKRAINE MEDITERRANEE,Ukraine,Y
5252,Ukraine Air Enterprise,\N,NA,UKN,ENTERPRISE UKRAINE,Ukraine,N
5253,United Kingdom Home Office,\N,NA,UKP,POLICE,United Kingdom,N
5254,Ukrainian Cargo Airways,\N,6Z,UKS,CARGOTRANS,Ukraine,N
5255,Ultrair,\N,NA,ULT,ULTRAIR,United States,N
5256,Unitemp-M,\N,NA,UMS,TOPAZ,Russia,N
5257,Uni-Fly,\N,NA,UNC,UNICOPTER,Denmark,N
5258,Union Flights,\N,NA,UNF,UNION FLIGHTS,United States,N
5259,Universal Jet,\N,NA,UNJ,PROJET,Spain,N
5260,Unsped Paket Servisi,\N,NA,UNS,UNSPED,Turkey,N
5261,Unifly Servizi Aerei,\N,NA,UNU,UNIEURO,Italy,N
5262,Ukrainian Pilot School,\N,NA,UPL,PILOT SCHOOL,Ukraine,N
5263,United Parcel Service,\N,5X,UPS,UPS,United States,N
5264,Uraiavia,\N,NA,URV,URAI,Russia,N
5265,US Airways,\N,US,USA,U S AIR,United States,Y
5266,US Check Airlines,\N,NA,USC,STAR CHECK,United States,N
5267,USAfrica Airways,\N,NA,USF,AFRICA EXPRESS,United States,N
5268,US Helicopter,\N,NA,USH,US-HELI,United States,Y
5269,US Jet,\N,NA,USJ,USJET,United States,N
5270,US Express,\N,NA,USX,AIR EXPRESS,United States,N
5271,UTair Aviation,\N,UT,UTA,UTAIR,Russia,Y
5272,UTAGE,\N,NA,UTG,UTAGE,Equatorial Guinea,N
5273,Utair South Africa,\N,NA,UTR,AIRUT,South Africa,N
5274,Ukrainian State Air Traffic Service Enterprise,\N,NA,UTS,AIRRUH,Ukraine,N
5275,Urartu-Air,\N,NA,UTU,NA,Armenia,N
5276,Universal Airways,\N,NA,UVA,UNIVERSAL,United States,N
5277,Universal Airlines,\N,NA,UVG,GUYANA JET,Guyana,N
5278,Uvavemex,\N,NA,UVM,UVAVEMEX,Mexico,N
5279,United States Air Force,\N,NA,AIO,AIR CHIEF,United States,Y
5280,United Aviation,\N,NA,UVN,UNITED AVIATION,Kuwait,N
5281,Uzbekistan Airways,\N,HY,UZB,UZBEK,Uzbekistan,Y
5282,Ukraine International Airlines,\N,PS,AUI,UKRAINE INTERNATIONAL,Ukraine,Y
5283,Universal Airlines,\N,NA,WEC,AIRGO,United States,N
5284,US Helicopter Corporation,\N,UH,NA,NA,United States,Y
5288,V Australia Airlines,\N,VA,VAU,KANGA,Australia,N
5289,V Bird Airlines Netherlands,\N,NA,VBA,VEEBEE,Netherlands,N
5290,V-avia Airline,\N,NA,WIW,VEE-AVIA,Ukraine,N
5291,V-Berd-Avia,\N,NA,VBD,VEEBIRD-AVIA,Armenia,N
5292,Vacationair,\N,NA,VAC,VACATIONAIR,Canada,N
5293,Valair AG (Helicoptere),\N,NA,RDW,ROADWATCH,Switzerland,N
5294,Valan International Cargo Charter,\N,NA,VLA,NALAU,South Africa,N
5295,Valan Limited,\N,NA,VLN,VALAN,Moldova,N
5296,Valfell-Verkflug,\N,NA,EHR,ROTOR,Iceland,N
5297,Valuair,\N,VF,VLU,VALUAIR,Singapore,Y
5298,Van Air Europe,\N,NA,VAA,EUROVAN,Czech Republic,N
5299,Vanguardia en Aviacion en Colima,\N,NA,VGC,VANGUARDIA COLIMA,Mexico,N
5300,Vanguard Airlines,\N,NA,VGD,VANGUARD AIR,United States,N
5301,Vasco Air,\N,NA,VFC,VASCO AIR,Vietnam,Y
5302,Vega,\N,NA,VAG,SEGA,Kazakhstan,N
5303,Vega Air Company,\N,NA,WGA,WEGA FRANKO,Ukraine,N
5304,Veles,\N,NA,WEL,Ukrainian Aviation Company,VELES,N
5305,Verataxis,\N,NA,VTX,VERATAXIS,Mexico,N
5306,Veritair Ltd,\N,NA,BTP,NET RAIL,United Kingdom,N
5307,Voyageur Airways,\N,VC,VAL,VOYAGEUR,Canada,N
5308,Vernicos Aviation,\N,NA,GRV,NIGHT RIDER,Greece,N
5309,Vietnam Airlines,\N,VN,HVN,VIET NAM AIRLINES,Vietnam,Y
5310,Vozdushnaya Academy,\N,NA,KWA,VOZAIR,Kazakhstan,N
5311,VIM Airlines,\N,NN,MOV,MOV AIR,Russia,Y
5312,VIM-Aviaservice,\N,NA,MVY,NA,Russia,N
5313,VIA Rail Canada,\N,2R,NA,NA,Canada,N
5314,Victoria Aviation,\N,NA,ENV,ENDEAVOUR,United Kingdom,N
5315,Viscount Air Service,\N,NA,VCT,VISCOUNT AIR,United States,N
5317,Vision Airlines,\N,NA,SSI,SUPER JET,Nigeria,N
5318,VIP Air Charter,\N,NA,FXF,FOX FLIGHT,United States,N
5319,VIP Avia,\N,NA,PAV,NICOL,Kazakhstan,N
5320,VIP Avia,\N,NA,PRX,PAREX,Latvia,N
5321,Visionair,\N,NA,VAT,VISIONAIR,Ireland,N
5322,Viasa,\N,VA,NA,NA,Venezuela,N
5323,VICA - Viacao Charter Aereos,\N,NA,VCA,VICA,Brazil,N
5324,Volare Air Charter Company,\N,NA,VCM,CARMEN,United States,N
5325,Volaris,\N,Y4,VOI,VOLARIS,Mexico,Y
5326,Volga-Dnepr Airlines,\N,VI,VDA,VOLGA-DNEPR,Russia,Y
5327,Vega Airlines,\N,NA,VEA,VEGA AIRLINES,Bulgaria,N
5328,Venescar Internacional,\N,NA,VEC,VECAR,Venezuela,N
5329,Victor Echo,\N,NA,VEE,VICTOR ECHO,Spain,N
5330,Virgin Express Ireland,\N,NA,VEI,GREEN ISLE,Ireland,N
5331,Virgin America,\N,VX,VRD,REDWOOD,United States,Y
5332,Vieques Air Link,\N,NA,VES,VIEQUES,United States,N
5333,Virgin Express,\N,TV,VEX,VIRGIN EXPRESS,Belgium,Y
5334,VZ Flights,\N,NA,VFT,ZETA FLIGHTS,Mexico,N
5335,Virgin Nigeria Airways,\N,VK,VGN,VIRGIN NIGERIA,Nigeria,Y
5336,Vologda State Air Enterprise,\N,NA,VGV,VOLOGDA AIR,Russia,N
5337,VH-Air Industrie,\N,NA,VHA,AIR V-H,Angola,N
5338,VHM Schul-und-Charterflug,\N,NA,VHM,EARLY BIRD,Germany,N
5339,Vibroair Flugservice,\N,NA,VIB,VITUS,Germany,N
5340,VIP Servicios Aereos Ejecutivos,\N,NA,VIC,VIP-EJECUTIVO,Mexico,N
5341,VIP Empresarial,\N,NA,VIE,VIP EMPRESARIAL,Mexico,N
5342,VIF Luftahrt,\N,NA,VIF,VIENNA FLIGHT,Austria,N
5343,Vega Aviation,\N,NA,VIG,VEGA AVIATION,Sudan,N
5344,Vichi,\N,NA,VIH,VICHI,Moldova,N
5345,Viking Airlines,\N,NA,VIK,SWEDJET,Sweden,N
5346,Vinair - Helicoptereos,\N,NA,VIN,VINAIR,Portugal,N
5347,Virgin Atlantic Airways,\N,VS,VIR,VIRGIN,United Kingdom,Y
5348,Viajes Ejecutivos Mexicanos,\N,NA,VJM,VIAJES MEXICANOS,Mexico,N
5349,Vistajet,\N,NA,VJT,VISTA,Canada,N
5350,Viva Macau,\N,ZG,VVM,JACKPOT,Macao,Y
5351,Volare Airlines,\N,VE,VLE,VOLA,Italy,Y
5352,Vueling Airlines,\N,VY,VLG,VUELING,Spain,Y
5353,Vladivostok Air,\N,XF,VLK,VLADAIR,Russia,Y
5354,Varig Log,\N,LC,VLO,VELOG,Brazil,Y
5355,Vertical-T Air Company,\N,NA,VLT,VERTICAL,Russia,N
5356,Vero Monmouth Airlines,\N,NA,VMA,VERO MONMOUTH,United States,N
5357,Vipport Joint Stock Company,\N,NA,VNK,NA,Russia,N
5358,Viaggio Air,\N,VM,VOA,VIAGGIO,Bulgaria,N
5359,Voyager Airlines,\N,NA,VOG,VOYAGER AIR,Bangladesh,N
5360,Virgin Australia,\N,VA,VOZ,VIRGIN,Australia,Y
5361,Virgin Blue,\N,DJ,VBI,BLUEY,Australia,N
5362,VIP Air,\N,NA,VPA,VIP TAXI,Slovakia,N
5363,Veteran Air,\N,NA,VPB,VETERAN,Ukraine,N
5364,VIP-Avia,\N,NA,VPV,VIP AVIA,Georgia,N
5365,Vertair,\N,NA,VRA,VERITAIR,United Kingdom,N
5366,Volare Airlines,\N,NA,VRE,UKRAINE VOLARE,Ukraine,N
5367,Voar Lda,\N,NA,VRL,VOAR LINHAS,Angola,N
5368,VRG Linhas Aereas,Varig,RG,VRN,VARIG,Brazil,Y
5369,Vickers Limited,\N,NA,VSB,VICKERS,United Kingdom,N
5370,Visig Operaciones Aereas,\N,NA,VSG,VISIG,Spain,N
5371,Vision Airways Corporation,\N,NA,VSN,VISION,Canada,N
5372,Voronezh Aircraft Manufacturing Society,\N,NA,VSO,VASO,Russia,N
5373,VASP,\N,VP,VSP,VASP,Brazil,Y
5374,Virign Islands Seaplane Shuttle,\N,NA,VSS,WATERBIRD,United States,N
5375,Vuelos Especializados Tollocan,\N,NA,VTC,VUELOS TOLLOCAN,Mexico,N
5376,Vuelos Corporativos de Tehuacan,\N,NA,VTH,VUELOS TEHUACAN,Mexico,N
5377,Vostok Airlines,\N,NA,VTK,VOSTOK,Russia,N
5378,Victor Tagle Larrain,\N,NA,VTL,VITALA,Chile,N
5379,Vointeh,\N,NA,VTV,VOINTEH,Bulgaria,N
5380,Vuelos Internos Privados VIP,\N,NA,VUR,VIPEC,Ecuador,N
5381,Vuela Bus,\N,NA,VUS,VUELA BUS,Mexico,N
5382,Vzlyet,\N,NA,VZL,VZLYET,Russia,N
5383,VLM Airlines,\N,VG,VLM,RUBENS,Belgium,Y
5384,Viking Express,\N,NA,WCY,TITAN AIR,United States,N
5385,Victoria International Airways,\N,NA,WEV,VICTORIA UGANDA,Uganda,N
5386,Volga Aviaexpress,\N,NA,WLG,GOUMRAK,Russia,N
5387,WDL Aviation,\N,NA,WDL,WDL,Germany,N
5388,WRA Inc,\N,NA,WRR,WRAP AIR,United States,N
5389,WSI Corporation,\N,NA,XWS,NA,United States,N
5390,Walmart Aviation,\N,NA,CGG,CHARGE,United States,N
5391,Walsten Air Services,\N,NA,WAS,WALSTEN,Canada,N
5392,Walter I Linkoping,\N,NA,GOT,GOTHIC,Sweden,N
5393,Wapiti Aviation,\N,NA,WPT,WAPITI,Canada,N
5394,Warbelow's Air Ventures,\N,NA,WAV,WARBELOW,United States,N
5395,Warwickshire Aerocentre Ltd.,\N,NA,ATX,AIRTAX,United Kingdom,N
5396,Wasaya Airways,\N,NA,WSG,WASAYA,Canada,N
5397,Wayraper,\N,7W,NA,WAYRAPER,Peru,Y
5398,Weasua Air Transport Company,\N,NA,WTC,WATCO,Liberia,N
5399,WebJet Linhas A,\N,WJ,WEB,WEB-BRASIL,Brazil,Y
5400,Welch Aviation,\N,NA,TDB,THUNDER BAY,United States,N
5401,Welcome Air,\N,2W,WLC,WELCOMEAIR,Austria,Y
5402,Wermlandsflyg AB,\N,NA,BLW,BLUESTAR,Sweden,N
5403,West Africa Airlines,\N,NA,WCB,KILO YANKEE,Ghana,N
5404,West African Air Transport,\N,NA,WTF,WESTAF AIRTRANS,Senegal,N
5405,West African Airlines,\N,NA,WSF,NA,Benin,N
5406,West African Cargo Airlines,\N,NA,WAC,WESTAF CARGO,Mauritania,N
5407,West Air Luxembourg,\N,NA,WLX,WEST LUX,Luxembourg,N
5408,West Air Sweden,\N,PT,SWN,AIR SWEDEN,Sweden,N
5409,West Caribbean Airways,\N,NA,WCW,NA,Colombia,N
5410,West Caribbean Costa Rica,\N,NA,WCR,WEST CARIBBEAN,Costa Rica,N
5411,West Coast Air,\N,8O,NA,NA,Canada,Y
5412,West Coast Airlines,\N,NA,WCG,WHISKY INDIA,Ghana,N
5413,West Coast Airways,\N,NA,WCA,WEST-LEONE,Sierra Leone,N
5414,West Freugh DTEO,\N,NA,TEE,TEEBIRD,United Kingdom,N
5415,West Wind Aviation,\N,NA,WEW,WESTWIND,Canada,N
5416,WestJet,\N,WS,WJA,WESTJET,Canada,Y
5417,Westair Aviation,\N,NA,WAA,WESTAIR WINGS,Namibia,N
5418,Westair Cargo Airlines,\N,NA,WSC,WESTCAR,Cote d'Ivoire,N
5419,Westair Industries,\N,NA,PCM,PAC VALLEY,United States,N
5420,Westcoast Energy,\N,NA,BLK,BLUE FLAME,Canada,N
5421,Western Air,\N,NA,WST,WESTERN BAHAMAS,Bahamas,N
5422,Western Air Couriers,\N,NA,NPC,NORPAC,United States,N
5423,Western Air Express,\N,NA,WAE,WESTERN EXPRESS,United States,N
5424,Western Airlines,\N,WA,WAL,WESTERN,United States,Y
5425,Western Arctic Air,\N,NA,WAL,WESTERN ARCTIC,Canada,N
5426,Western Aviators,\N,NA,WTV,WESTAVIA,United States,N
5427,Western Express Air Lines,\N,NA,WES,WEST EX,Canada,N
5428,Western Pacific Airlines,\N,NA,KMR,KOMSTAR,United States,N
5429,Western Pacific Airservice,\N,NA,WPA,WESTPAC,Solomon Islands,N
5430,Westflight Aviation,\N,NA,WSL,WEST LINE,United Kingdom,N
5431,Westgates Airlines,\N,NA,WSA,WESTATES,United States,N
5432,Westland Helicopters,\N,NA,WHE,WESTLAND,United Kingdom,N
5433,Westpoint Air,\N,NA,WTP,WESTPOINT,Canada,N
5434,Westward Airways,\N,CN,WWD,WESTWARD,United States,N
5435,White,\N,NA,WHT,YOUNG SKY,Portugal,N
5436,White Eagle Aviation,\N,NA,WEA,WHITE EAGLE,Poland,N
5437,White River Air Services,\N,NA,WRA,NA,Canada,N
5438,Whyalla Airlines,\N,NA,WWL,NA,Australia,N
5439,Widerøe,\N,WF,WIF,WIDEROE,Norway,Y
5440,Wiggins Airways,\N,NA,WIG,WIGGINS AIRWAYS,United States,N
5441,Wiking Helikopter Service,\N,NA,WHS,WEEKING,Germany,N
5442,Wilbur's Flight Operations,\N,NA,WFO,WILBURS,United States,N
5443,Williams Air,\N,NA,WLS,WILLIAMS AIR,United States,N
5444,Williams Grand Prix Engineering,\N,NA,WGP,GRAND PRIX,United Kingdom,N
5445,Wimbi Dira Airways,\N,NA,WDA,WIMBI DIRA,Democratic Republic of Congo,N
5446,Winair,\N,NA,WNA,WINAIR,United States,N
5447,Wind Jet,\N,IV,JET,GHIBLI,Italy,Y
5448,Wind Spirit Air,\N,NA,WSI,WIND SPIRIT,United States,N
5449,Windrose Air,\N,NA,QGA,QUADRIGA,Germany,N
5450,Windward Islands Airways International,\N,NA,WIA,WINDWARD,Netherland,N
5451,Wings Air,\N,IW,WON,WINGS ABADI,Indonesia,Y
5452,Wings Air Transport,\N,NA,WAT,NA,Sudan,N
5453,Wings Airways,\N,NA,WAW,WING SHUTTLE,United States,N
5454,Wings Aviation,\N,NA,WOL,WINGJET,Guyana,N
5455,Wings Express,\N,NA,WEX,WINGS EXPRESS,United States,N
5456,Wings of Alaska,\N,K5,WAK,WINGS ALASKA,United States,N
5457,Wings of Lebanon Aviation,\N,NA,WLB,WING LEBANON,Lebanon,N
5458,Winlink,\N,NA,WIN,WINLINK,Saint Lucia,N
5459,Wisconsin Air National Guard,\N,NA,WAG,NA,United States,N
5460,Wisman Aviation,\N,NA,WSM,WISMAN,United States,N
5461,Wizz Air,\N,W6,WZZ,WIZZ AIR,Hungary,Y
5462,Wizz Air Hungary,\N,8Z,WVL,WIZZBUL,Bulgaria,Y
5463,Wondair on Demand Aviation,\N,NA,WNR,WONDAIR,Spain,N
5464,Woodgate Executive Air Charter,\N,NA,CWY,CAUSEWAY,United Kingdom,N
5465,World Airways,\N,WO,WOA,WORLD,United States,Y
5466,World Weatherwatch,\N,NA,XWW,NA,Canada,N
5467,World Wing Aviation,\N,NA,WWM,MANAS WING,Kyrgyzstan,N
5468,Worldspan,\N,1P,NA,NA,United States,N
5469,Worldwide Air Charter Systems,\N,NA,CSW,CHARTER SYSTEMS,Canada,N
5470,Worldwide Aviation Services,\N,NA,WWS,NA,Pakistan,N
5471,Worldwide Jet Charter,\N,NA,WWI,WORLDWIDE,United States,N
5472,Wright Air Lines,\N,NA,WRT,WRIGHT-AIR,United States,N
5473,Wright Air Service,\N,8V,WRF,WRIGHT FLYER,United States,N
5474,Wuhan Airlines,\N,NA,CWU,WUHAN AIR,China,N
5475,Wycombe Air Centre,\N,NA,WYC,WYCOMBE,United Kingdom,N
5476,Wyoming Airlines,\N,NA,WYG,WYOMING,United States,N
5479,XL Airways France,\N,SE,SEU,STARWAY,France,Y
5480,XP Internation,\N,NA,XPS,XP PARCEL,Netherlands,N
5481,Xabre Aerolineas,\N,NA,XAB,AERO XABRE,Mexico,N
5482,Xclusive Jet Charter Limited,\N,NA,XJC,EXCLUSIVE JET,United Kingdom,N
5483,Xerox Corporation,\N,NA,XER,XEROX,United States,N
5484,Xiamen Airlines,\N,MF,CXA,XIAMEN AIR,China,Y
5485,Xinjiang Airlines,\N,NA,CXJ,XINJIANG,China,N
5486,Xjet Limited,\N,NA,XJT,XRAY,United Kingdom,N
5487,Xtra Airways,\N,XP,CXP,RUBY MOUNTAIN,United States,N
5490,Yak-Service,\N,NA,AKY,YAK-SERVICE,Russia,N
5491,Yakolev,\N,NA,YAK,YAK AVIA,Russia,N
5492,Yamal Airlines,\N,YL,LLM,YAMAL,Russia,Y
5493,Yana Airlines,\N,NA,CYG,VICAIR,Cambodia,N
5494,Yangtze River Express,\N,Y8,YZR,YANGTZE RIVER,China,N
5495,Yellow Wings Air Services,\N,NA,ELW,YELLOW WINGS,Kenya,N
5496,Yemenia,\N,IY,IYE,YEMENI,Yemen,Y
5497,Yerevan-Avia,\N,NA,ERV,YEREVAN-AVIA,Armenia,N
5498,Young Flying Service,\N,NA,YFS,YOUNG AIR,United States,N
5499,Yuhi Air Lines,\N,NA,AYU,NA,Japan,N
5500,Yuzhnaya Aircompany,\N,NA,UGN,PLUTON,Kazakhstan,N
5501,Yuzhmashavia,\N,NA,UMK,YUZMASH,Ukraine,Y
5504,Z-Avia,\N,NA,RZV,ZEDAVIA,Armenia,N
5505,Zagros Airlines,\N,NA,IZG,ZAGROS,Iran,N
5506,Zaire Aero Service,\N,NA,ZAI,ZASAIR,Democratic Republic of Congo,N
5507,Zairean Airlines,\N,NA,ZAR,ZAIREAN,Democratic Republic of Congo,N
5508,Zambian Airways,\N,Q3,MBN,ZAMBIANA,Zambia,N
5509,Zambezi Airlines,\N,NA,ZMA,ZAMBEZI WINGS,Zambia,N
5510,Zanair,\N,NA,TAN,ZANAIR,Tanzania,Y
5511,Zantop International Airlines,\N,NA,ZAN,ZANTOP,United States,N
5512,ZAS Airlines of Egypt,\N,NA,ZAS,ZAS AIRLINES,Egypt,N
5513,Zenith Air,\N,NA,AZR,ZENAIR,South Africa,N
5514,Zenmour Airlines,\N,NA,EMR,ZENMOUR,Mauritania,N
5515,Zephyr Express,\N,NA,RZR,RECOVERY,United States,N
5516,Zhejiang Airlines,\N,NA,CJG,ZHEJIANG,China,N
5517,Zhetysu,\N,NA,JTU,ZHETYSU,Kazakhstan,N
5518,Zhez Air,\N,NA,KZH,NA,Kazakhstan,N
5519,Zhongfei General Aviation,\N,NA,CFZ,ZHONGFEI,China,N
5520,Zhongyuan Aviation,\N,NA,CYN,ZHONGYUAN,China,N
5521,Zip,\N,3J,WZP,ZIPPER,Canada,N
5522,Zimex Aviation,\N,C4,IMX,ZIMEX,Switzerland,N
5523,Zoom Airlines,\N,Z4,OOM,ZOOM,Canada,Y
5524,Zoom Airways,\N,NA,ZAW,ZED AIR,Bangladesh,N
5525,Zorex,\N,NA,ORZ,ZOREX,Spain,N
5526,Zracno Pristaniste Mali Losinj,\N,NA,MLU,MALI LOSINJ,Croatia,N
5533,Tyrolean Airways,\N,\N,TYR,TYROLEAN,\N,Y
5556,buzz,\N,UK,BUZ,\N,\N,N
5559,Maldivian Air Taxi,\N,8Q,\N,\N,Maldives,Y
5584,Sky Express,SkyExpress,XW,SXR,SKYSTORM,Russia,Y
5640,Yellow Air Taxi,NA,Y0,\N,NA,United States,N
5651,Royal Air Cambodge,NA,VJ,RAC,NA,Cambodia,Y
5813,Air Mandalay,NA,6T,\N,Six Tango,Burma,Y
5833,TEA Switzerland,NA,NA,4SW,NA,Switzerland,N
5905,TAN-SAHSA,NA,SH,\N,Sierra Hotel,Honduras,N
5982,Air Busan,\N,BX,ABL,Air Busan,Republic of Korea,Y
6002,TUI Airlines Belgium,now Jetairlfy,TB,TUB,BEAUTY,Belgium,N
6182,Arctic Air,NA,NA,AKR,Arctic Norway,Norway,N
6183,Braathens,Braathens SAFE,BU,BRA,Braathens,Norway,N
6196,Globus,NA,GH,GLP,NA,Russia,Y
6222,Air Kazakhstan,NA,9Y,KZK,Kazakh,Kazakhstan,Y
6557,Japan Air System,NA,JD,JAS,Air System,Japan,Y
6578,Annsett New Zealand (NZA),NA,ZQ,\N,NA,New Zealand,N
6855,EasyJet (DS),NA,DS,\N,NA,Switzerland,Y
6856,Rheintalflug,NA,NA,RTL,Rheintal,Austria,N
6860,Dan-Air London,NA,NA,DAN,NA,United Kingdom,N
6862,Fred. Olsen,NA,NA,FOF,NA,Norway,N
8359,Star Peru (2I),NA,2I,\N,NA,Peru,Y
8434,Robin Hood Aviation,NA,NA,RHA,Sherwood,Austria,N
8461,Carnival Air Lines,NA,KW,\N,Carnival Air,United States,Y
8463,United Airways,NA,4H,UBD,UNITED BANGLADESH,Bangladesh,Y
8523,Inter European Airways,NA,NA,IEA,NA,United Kingdom,N
8568,Trans Maldivian Airways,NA,M8,TMW,NA,Maldives,N
8576,Fly540,NA,5H,FFV,SWIFT TANGO,Kenya,Y
8745,Transavia France,NA,TO,TVF,FRENCH SUN,France,Y
8809,Island Air (WP),NA,WP,MKU,NA,United States,Y
9018,1-2-go,fly 1-2-go,OG,\N,NA,Thailand,N
9082,Uni Air,NA,B7,UIA,Glory,Taiwan,Y
9135,Gomelavia,NA,YD,\N,NA,Belarus,Y
9225,NordWind Airlines,NordWind Airlines,NA,NWS,NORDLAND,Russia,N
9239,Red Wings,Avialinii 400,WZ,RWZ,AIR RED,Russia,Y
9286,Hellenic Star Airways,NA,NA,HST,Hellenic Star,Greece,N
9287,BAE Systems Flight Training,NA,NA,BAZ,NA,Australia,N
9335,TUIfly (X3),NA,11,\N,NA,Germany,Y
9343,Felix Airways,NA,FU,FXX,NA,Yemen,Y
9344,Kostromskie avialinii,NA,K1,KOQ,NA,Russia,Y
9373,Greenfly,NA,XX,GFY,NA,Spain,Y
9531,Tajik Air,NA,7J,\N,NA,Tajikistan,Y
9541,Air Mozambique,NA,TM,\N,NA,Mozambique,Y
9577,ELK Airways,NA,--,ELK,NA,Estonia,Y
9620,Gabon Airlines,\N,GY,GBK,GABON AIRLINES,Gabon,Y
9626,MCA Airlines,NA,NA,MCA,CALSON,Sweden,Y
9656,Maldivo Airlines,NA,ML,MAV,Maldivo,Maldives,Y
9666,Virgin Pacific,NA,VH,VNP,NA,Fiji,Y
9764,Zest Air,NA,Z2,\N,NA,Philippines,Y
9784,Yangon Airways,NA,HK,\N,Hotel Kilo,Burma,Y
9793,Transport Aérien Transrégional,TAT,IJ,\N,NA,France,N
9798,LÍO Flugmennt,NA,NA,LIO,NA,Iceland,N
9808,Minerva Airlines,NA,N4,\N,NA,Italy,N
9809,Eastar Jet,NA,ZE,ESR,Eastar,South Korea,Y
9810,Jin Air,NA,LJ,JNA,Jin Air,South Korea,Y
9811,Wataniya Airways,NA,NA,KW1,NA,Kuwait,Y
9814,Aéris (Priv),NA,SH,\N,NA,France,N
9818,Air Arabia Maroc,NA,3O,\N,Air Arabia,Morocco,Y
9825,Baltic Air lines,NA,B1,BA1,Baltic,Latvia,Y
9828,Ciel Canadien,NA,YC,YCC,Ciel,Canada,Y
9829,Canadian National Airways,NA,CN,YCP,CaNational,Canada,Y
9833,Epic Holiday,Epic Holidays,FA,4AA,Epic,United States,Y
9838,Indochina Airlines,NA,NA,AXC,Airspup,Vietnam,Y
9840,JetWind,NA,NA,JWW,Jetwind,United States,N
