BvD,name,ISO,NACE,revenue,employees,city,ROE,ind.NAICS,logrev
KR1955110069249,"DONGKUK REFRACTORIES & STEEL CO.,LTD.",KR,2452,87950.1273,NA,NA,4.592,24,4.944236472
JP1240001030054,ORVIS CORPORATION,JP,1610,87906.94554,175,HIROSHIMA,12.583,16,4.94402319
JP4013301002222,MIRAIAL CO LTD,JP,2611,87886.69239,424,TOKYO,7.106,26,4.94392312
JP9010001035779,ASAHI NET INC,JP,6209,87802.0233,134,TOKYO,13.708,62,4.943504524
JP4010701007545,NS TOOL CO LTD,JP,2849,87682.04534,338,SHINAGAWA,15.414,28,4.942910672
KR1701110003814,"TAEGU DEPARTMENT STORE CO.,LTD.",KR,4719,87652.85229,NA,DAEGU,-6.867,47,4.942766053
JP2130001013473,YAMASHINA CORPORATION,JP,2594,87640.5366,451,KYOTO,4.377,25,4.942705028
JP8120001042947,KUROGANE KOSAKUSHO LTD,JP,3101,87532.56145,NA,OSAKA,-6.554,31,4.942169637
JP2010701008058,PASSPORT CO LTD,JP,4759,87506.71135,157,SHINAGAWA,-0.38,47,4.942041363
JP7040001016687,ISHII FOOD CO LTD,JP,1013,87403.17727,333,HONCHO,1.749,10,4.94152722
JP6011701010603,"RENTRACKS CO.,LTD.",JP,6190,87398.68746,104,TOKYO,7.449,61,4.941504911
KR1101114504901,DATASOLUTION INC.,KR,4614,87380.78284,195,SEOUL,-2.43,46,4.941415931
KR1101110245575,"TPC MECHATRONICS CO.,LTD.",KR,2814,87314.11502,NA,INCHEON,-14.581,28,4.941084457
JP3290001018662,PIETRO CO LTD,JP,1039,87303.25841,227,FUKUOKA,9.034,10,4.941030453
JP4320001016471,FUTURE INNOVATION GROUP INC,JP,2611,87102.40679,583,OITA,1.099,26,4.940030155
KR1201110041327,"PAKERS CO.,LTD.",KR,2620,87036.05059,NA,NA,-5.035,26,4.939699176
KR1101115131886,VESPA INC.,KR,5829,86865.16096,NA,SEOUL,-10.471,58,4.938845629
KR1101115731032,CREATIVE & INNOVATIVE SYSTEM CORPORATION,KR,2899,86848.23749,123,DAEGU,27.613,28,4.938761009
KR1311110110921,"YOUNGWOO DSP CO.,LTD.",KR,2899,86744.47432,NA,NA,-4.34,28,4.938241819
KR1101111327869,"KEYEAST CO.,LTD.",KR,6209,86582.95505,NA,SEOUL,-23.302,62,4.937432404
JP4010001155540,CASA INC,JP,7739,86546.40989,294,TOKYO,22.922,77,4.937249057
JP3120001133750,TANABE MANAGEMENT CONSULTING CO LTD,JP,7022,86425.30197,389,OSAKA,9.598,70,4.936640906
JP5010001009662,ACCESS CO LTD,JP,6201,86425.2414,729,TOKYO,1.938,62,4.936640601
JP7010001085875,WEDGE HOLDINGS CO LTD,JP,1820,86326.12442,2687,NA,1.167,18,4.936142244
KR1201110051590,"DAEJOO ENT CO.,LTD.",KR,2420,86232.84709,100,INCHEON,-43.031,24,4.935672725
KR1345110080529,"MANIKER F & G CO.,LTD.",KR,1012,86226.42197,169,YONGIN-SI,10.634,10,4.935640365
JP4380001001393,FUKUSHIMA BANK,JP,6419,86154.55679,543,FUKUSHIMA,1.676,64,4.935278253
KR1347110000408,"YOUNGPOONG PAPER MFG. CO.,LTD.",KR,1721,86088.76434,NA,PYEONGTAEK,9.752,17,4.934946474
KR2001110097272,"SAEHWA IMC CO.,LTD.",KR,2599,85855.96334,NA,GWANGJU,-26.689,25,4.933770466
JP8120101006505,NIKKATO CORPORATION,JP,2349,85829.0554,299,SAKAI,5.943,23,4.933634333
KR1101110053465,"PJ ELECTRONIC CO.,LTD.",KR,2611,85790.57985,241,BUCHEON-SI,5.891,26,4.933439603
KR1353110011139,KOLON MATERIALS INC.,KR,2060,85769.3672,191,NA,-10.721,20,4.933332206
KR1101110145860,SUNGHO ELECTRONICS CORP.,KR,2611,85756.12312,NA,SEOUL,-12.925,26,4.933265139
KR1101110042393,"IHQ,INC.",KR,9329,85755.23955,NA,SEOUL,-46.282,93,4.933260664
KR1101110954374,"ATEC CO.,LTD.",KR,2620,85728.86107,146,SEONGNAM-SI,11.088,26,4.933127054
JP3290001043990,OK FOOD INDUSTRY CO LTD,JP,1089,85602.41325,438,NA,-1.386,10,4.932486008
JP3011001061184,ORCHESTRA HOLDINGS INC,JP,7311,85586.06704,276,TOKYO,35.395,73,4.93240307
JP3080001013429,TEA LIFE CO LTD,JP,4791,85541.78858,173,NA,8.209,47,4.932178327
JP1010001053053,NANSIN CO LTD,JP,2599,85268.71991,480,TOKYO,7.866,25,4.930789743
JP7010501008071,AZEARTH CORPORATION,JP,2219,85229.51698,177,TOKYO,5.83,22,4.930590027
KR2062110001540,"Y-ENTEC CO.,LTD.",KR,3811,85179.39224,NA,NA,17.941,38,4.930334537
JP9011001018113,NIPPON CRUCIBLE CO LTD,JP,2790,85032.56963,238,NA,9.282,27,4.929585303
JP5010001125410,"TERRASKY CO.,LTD",JP,6201,85012.79039,522,TOKYO,13.817,62,4.929484271
JP7010401025761,FINTECH GLOBAL INCORPORATED,JP,6419,84994.42454,167,TOKYO,-18.795,64,4.929390438
JP7180001027794,MEDICAL & BIOLOGICAL LABORATORIES CO LTD,JP,2120,84911.29087,408,NAGOYA,13.729,21,4.928965443
JP6010001040914,KYOGOKU UNYU SHOJI CO LTD,JP,4941,84881.73829,307,NA,5.48,49,4.928814265
KR1101110252471,"MEDIENCE CO., LTD.",KR,2042,84881.00132,NA,SEOUL,67.036,20,4.928810494
JP7140001038325,KYOKUTO SANKI CO LTD,JP,4663,84850.03361,275,NA,7.891,46,4.928652019
JP2010001005342,"TOHO LAMAC CO., LTD.",JP,4642,84779.97286,101,NA,0.891,46,4.928293273
KR1344110020543,WIN PAC INC.,KR,2611,84580.06679,502,YONGIN-SI,11.024,26,4.927268024
JP8011001065412,"ABIST CO.,LTD.",JP,6201,84559.69549,1166,TOKYO,22.295,62,4.92716341
KR1615110176036,"DUK SAN NEOLUX CO.,LTD.",KR,2611,84533.96038,181,NA,12.993,26,4.927031216
JP6140001007611,CHEMIPRO KASEI KAISHA LTD,JP,2059,84505.12449,245,KOBE,2.275,20,4.926883046
JP7100001009957,CTS CO LTD,JP,7739,84379.02775,251,NA,23.298,77,4.926234517
JP2180001074585,TOYO ELECTRIC CORPORATION,JP,2712,84326.93023,454,KASUGAI,5.062,27,4.925966291
JP7010601006280,MASARU CORPORATION,JP,4221,84260.02897,141,NA,13.291,42,4.925621604
KR1101110911192,MEERE COMPANY INCORPORATED,KR,2899,84152.93516,NA,HWASEONG-SI,15.585,28,4.925069268
KR1812110008083,ORIENT PRECISION INDUSTRIES INC.,KR,2932,84066.96867,NA,NA,-8.682,29,4.924625388
JP5011801004902,MORIO DENKI CO LTD,JP,2712,84060.09202,228,NA,4.674,27,4.924589861
JP2290005003793,FUKUOKA REIT CORPORATION,JP,9499,83754.44483,NA,FUKUOKA,5.696,94,4.923007864
KR1101112078073,"INNO WIRELESS CO.,LTD.",KR,2630,83647.86864,NA,SEONGNAM-SI,18.433,26,4.92245488
KR1311110082427,TESNA INC.,KR,8299,83633.64512,275,PYEONGTAEK,13.856,82,4.922381026
JP7011101033823,TECHNO QUARTZ INC,JP,2611,83557.99736,400,TOKYO,14.786,26,4.921988023
JP2020001019928,KIKUSUI ELECTRONICS CORPORATION,JP,2651,83462.81796,319,YOKOHAMA,7.356,26,4.921493044
JP1030001076804,BUFFALO CO LTD,JP,4778,83419.3865,226,KAWAGUCHI,9.303,47,4.921266992
JP1180001013107,NITTOH CORPORATION,JP,4331,83409.75448,410,NAGOYA,10.117,43,4.921216843
KR1101113891169,SBW INC.,KR,1414,83385.27925,NA,SEOUL,-23.834,14,4.921089387
KR1243110002628,"BOOSTER CO.,LTD.",KR,2599,83384.62974,386,NA,6.09,25,4.921086005
JP8010801003671,CARE SERVICE CO LTD,JP,8690,83308.02495,973,ODACHO-ODA,19.103,86,4.920686838
JP3012301007868,GIFT INC,JP,5610,83179.46237,306,NA,28.043,56,4.920016109
JP9290001007429,KOSE R.E CO LTD,JP,6820,83051.17002,94,FUKUOKA,8.907,68,4.919345755
KR1746110001244,"SAMIL CO.,LTD.",KR,4941,83042.09303,88,NA,6.564,49,4.919298287
KR1101110569074,"J.ESTINA CO.,LTD",KR,2652,83037.50674,NA,SEOUL,-68.383,26,4.919274301
JP9120001077372,OMIKENSHI CO LTD,JP,1310,83035.88143,257,NA,-85.034,13,4.9192658
KR1101110896683,FINE DIGITAL INC.,KR,2630,82966.24055,NA,SEONGNAM-SI,1.339,26,4.918901411
JP4010401054508,NITCHITSU CO LTD,JP,2825,82934.85106,341,MINATO,1.456,28,4.918737069
KR1211110117424,"NEW GLAB CO.,LTD.",KR,2630,82760.28096,NA,BUCHEON-SI,-4.082,26,4.917821956
JP8030001089741,SIGMA KOKI CO LTD,JP,2611,82750.5277,468,TOKYO,9.74,26,4.917770772
JP2010001030563,MEIJI MACHINE CO LTD,JP,2899,82693.7747,198,CHIYODA,-8.079,28,4.917472816
KR1545110006076,"ILJIN DISPLAY CO.,LTD.",KR,2611,82646.61971,NA,NA,-60.461,26,4.917225095
KR1341110021539,"LEADERS COSMETICS CO., LTD.",KR,1721,82601.01684,NA,SEOUL,-170.094,17,4.916985394
KR1201110185810,"YMT CO.,LTD.",KR,2013,82472.11979,NA,INCHEON,27.901,20,4.916307157
KR1845110020244,"KWANGJIN WINTEC CO.,LTD.",KR,2932,82381.19563,NA,BUSAN,8.249,29,4.915828091
JP8120001050578,FUJICOPIAN CO LTD,JP,3299,82272.43997,593,OSAKA,4.041,32,4.915254377
JP6021001028329,TOKYO COSMOS ELECTRIC CO LTD,JP,2611,82188.64129,801,ZAMA,1.936,26,4.914811801
JP8240001032184,MANAC INCORPORATED,JP,2013,82182.99132,228,HIROSHIMA,3.587,20,4.914781945
KR1243110000812,WOORIDUL PHARMACEUTICAL LIMITED,KR,2120,82171.0747,NA,HWASEONG-SI,0.72,21,4.914718967
KR1101111931230,"GEMVAXLINK CO.,LTD.",KR,6190,82111.68448,NA,SEOUL,4.981,61,4.914404962
KR1101110570442,"SOFTCEN CO.,LTD.",KR,2620,82051.51865,82,SEOUL,-8.92,26,4.914086624
JP1100001008031,SOSHIN ELECTRIC CO LTD,JP,2612,82026.09298,770,MINATO,-6.642,26,4.913952026
JP5011001042496,GMO PEPABO INC,JP,8559,81955.93522,327,TOKYO,40.728,85,4.91358041
JP2120001059617,OS CO LTD,JP,5914,81948.21669,123,HIGASHI-OSAKA,7.833,59,4.913539507
KR1760110020559,"JANGWON TECH CO.,LTD.",KR,2630,81911.53074,NA,NA,-9.234,26,4.913345042
JP7010405002922,MORI TRUST SOGO REIT INC,JP,9499,81594.43703,NA,TOKYO,6.243,94,4.91166055
JP6010001033273,JAPAN PUBLICATIONS TRADING CO LTD,JP,4690,81435.28339,82,CHIYODA,10.451,46,4.910812612
JP9180001066601,ASAKUMA CO LTD,JP,9603,81415.51339,184,NAGOYA,4.345,96,4.910707166
KR1345110076627,"GREEN CROSS MEDICAL SCIENCE CO.,LTD.",KR,2120,81262.19924,NA,YONGIN-SI,-32.98,21,4.909888572
KR1211110054981,"OMNI SYSTEM CO.,LTD.",KR,2651,81216.0341,NA,NA,27.559,26,4.909641778
JP5012401001942,IG PORT INC,JP,5911,81151.67099,316,TOKYO,-3.547,59,4.909297467
JP6010401098453,CROWDWORKS INC,JP,7810,81054.31332,336,TOKYO,-2.69,78,4.908776131
KR1243110039762,"JLS CO.,LTD.",KR,2630,80814.8629,NA,SEOUL,15.661,26,4.907491241
KR1101113318387,"SARAMIN HR CO.,LTD.",KR,6190,80814.64007,NA,SEOUL,28.436,61,4.907490043
JP7010701024331,ART VIVANT CO LTD,JP,4778,80682.54188,302,SHINAGAWA,13.726,47,4.906779572
KR1244110064402,"AMOGREENTECH CO.,LTD.",KR,2611,80657.73386,320,GIMPO-SI,4.491,26,4.906646016
JP8011005003095,"COMFORIA RESIDENTIAL REIT, INC.",JP,9499,80623.73718,NA,TOKYO,6.04,94,4.906462925
KR1244110067216,"EQUIPMENTS CELL CO.,LTD.",KR,2899,80613.03357,NA,SUWON-SI,-223.973,28,4.906405265
JP8010001136248,NO.1 CO LTD,JP,4666,80603.90543,486,TOKYO,19.088,46,4.906356085
JP4010405003106,PREMIER INVESTMENT CORPORATION,JP,9499,80568.34414,NA,MINATO,5.897,94,4.906164438
KR1545110039704,"ST PHARM CO.,LTD.",KR,2120,80546.57649,NA,NA,-8.298,21,4.906047086
JP7011001013925,TAYA CO LTD,JP,9602,80468.28244,1039,NA,-16.652,96,4.905624732
KR1311110056480,"KNW CO.,LTD.",KR,2611,80300.78361,NA,NA,-12.565,26,4.904719783
JP5100001022185,ASAHIMATSU FOODS CO LTD,JP,1089,80289.57256,321,HIGASHI-OSAKA,4.427,10,4.904659146
KR1101110362808,KOREA RATINGS CORP.,KR,6430,80108.39977,NA,SEOUL,31.625,64,4.903678056
JP8011001068885,SBI FINTECH SOLUTIONS CO LTD,JP,6619,80100.49034,285,TOKYO,29.862,66,4.903635175
KR1201110136459,"STARFLEX CO.,LTD.",KR,1729,80097.48338,NA,NA,-0.711,17,4.903618871
JP5180301015006,ASAHI KAGAKU KOGYO CO LTD,JP,2573,79957.99169,599,ANJO,-4.222,25,4.902861877
KR1313110033856,"INTEROJO CO.,LTD.",KR,3250,79952.11717,NA,PYEONGTAEK,16.765,32,4.902829969
JP3120901002294,UNIVERSAL ENGEISHA CO LTD,JP,161,79870.62268,570,IBARAKI,11.888,1,4.90238707
JP7010701022764,MEMBERS CO LTD,JP,1413,79852.8614,1016,TOKYO,28.092,14,4.902290483
JP2140001078870,FUJI CORPORATION,JP,1395,79704.00636,493,ITAMI,-2.576,13,4.901480152
KR1801110005834,HANTOP INC.,KR,1061,79676.09281,NA,BUSAN,-41.021,10,4.901328029
KR1101111710527,"MIRAE ASSET VENTURE INVESTMENT CO.,LTD",KR,6499,79540.92611,NA,SEONGNAM-SI,-10.586,64,4.900590643
KR1341110160494,"LTC CO.,LTD.",KR,2014,79506.98674,NA,HWASEONG-SI,1.585,20,4.900405294
JP8180001093877,RENETJAPANGROUP INC,JP,4677,79383.9937,360,OBU,15.001,46,4.899732944
JP9010405012556,"INVESCO OFFICE J-REIT,INC.",JP,9499,79342.11058,NA,TOKYO,6.095,94,4.899503749
JP3010005015824,NIPPON REIT INVESTMENT CORPORATION,JP,9499,79126.9214,NA,TOKYO,6.13,94,4.898324269
JP3120001071942,LAPINE CO LTD,JP,1413,79110.20338,191,OSAKA,-52.939,14,4.898232501
JP9010001089577,ZOOM CORPORATION,JP,4743,78889.04567,122,TOKYO,6.542,47,4.897016702
JP3080401017525,DAYTONA CORPORATION,JP,4540,78872.44927,1598,SHIZUOKA,20.254,45,4.896925327
JP3010001016132,KOKEN LTD,JP,2219,78861.15894,282,NA,5.264,22,4.896863155
KR1101111015779,"NURIPLAN CO.,LTD.",KR,2512,78847.75025,NA,GIMPO-SI,-11.696,25,4.896789306
JP5290001000577,MARUTAI CO LTD,JP,1073,78798.77916,172,FUKUOKA,7.495,10,4.896519489
KR1351110047419,"CO-WIN TECH CO.,LTD.",KR,2899,78685.73176,NA,NA,18.598,28,4.895895988
JP7010601032252,"MARKETENTERPRISE CO.,LTD",JP,6209,78682.27763,156,TOKYO,35.087,62,4.895876923
KR2001110000954,"WOORI INVESTMENT BANK CO., LTD",KR,6419,78603.08191,173,GWANGJU,14.254,64,4.895439574
JP2230001000412,NIC AUTOTEC INC,JP,2512,78571.85702,251,TOYAMA,15.94,25,4.895267018
JP7120005010182,MCUBS MIDCITY INVESTMENT CORPORATION,JP,6820,78530.22971,NA,TOKYO,4.345,68,4.895036868
KR1341110002307,YUYU PHARMA INC.,KR,2120,78491.66111,NA,NA,7.442,21,4.89482352
JP7120001083307,DAIKEN MEDICAL CO LTD,JP,3250,78411.72303,191,OSAKA,19.585,32,4.894380997
JP7120001025481,MITSUBOSHI CO LTD,JP,2434,78401.35505,240,OSAKA,4.521,24,4.894323569
JP5010401097274,LOCONDO INC,JP,4791,78395.45016,120,TOKYO,-14.461,47,4.894290858
JP9011101027286,JAPAN CORPORATE HOUSING SERVICE INC,JP,6831,78391.40654,635,NA,15.593,68,4.894268457
JP1010405005732,DAIWA SECURITIES LIVING INVESTMENT CORPORATION,JP,9499,78371.14515,NA,TOKYO,6.206,94,4.894156193
JP2010401041383,INFOMART CORPORATION,JP,5829,78268.86608,462,TOKYO,20.151,58,4.893589042
JP8120001041552,VIS CO.LTD.,JP,4339,78165.57319,174,NA,46.422,43,4.893015517
KR1101115546217,"BIOLOG DEVICE CO., LTD.",KR,2611,78095.54174,NA,YONGIN-SI,12.521,26,4.892626242
KR1753110001158,WONIK CORP.,KR,2611,78067.0705,NA,SEONGNAM-SI,41.106,26,4.892467883
JP1120001064799,JSS CORPORATION,JP,9329,78016.36883,523,OSAKA,10.036,93,4.892185733
JP1020001033236,ARTE SALON HOLDINGS INC,JP,9602,77896.67951,560,YOKOHAMA,14.504,96,4.891518945
JP2180001037542,TAIHO TRANSPORTATION CO LTD,JP,4941,77891.00544,941,NAGOYA,1.831,49,4.89148731
JP6080101003228,ZOA CORPORATION,JP,4741,77757.43598,77,SHIZUOKA,11.257,47,4.890741931
JP4010401089388,J-STREAM INC,JP,6209,77668.77913,450,MINATO,10.666,62,4.890246479
JP4230001000030,AIDMA MARKETING COMMUNICATION CORPORATION,JP,7022,77475.06649,254,TOYAMA,24.676,70,4.889161958
JP2120001013697,MARCHE CORPORATION,JP,5630,77417.21398,222,OSAKA,3.457,56,4.888837538
JP1120001083948,TACMINA CORPORATION,JP,2813,77411.35501,294,OSAKA,14.382,28,4.888804669
JP3010701001012,INFORMATION CREATIVE CO LTD,JP,6201,77400.20488,777,TOKYO,11.173,62,4.88874211
JP3180001094120,"KEEPER TECHNICAL LABORATORY CO.,LTD",JP,2059,77275.56335,417,OBU,24.456,20,4.88804218
KR1101110224727,"SILLA SG CO.,LTD.",KR,1020,77215.71188,NA,SEOUL,7.729,10,4.88770568
JP9010001095930,ENBIO HOLDINGS INC,JP,8299,77200.26482,81,TOKYO,-1.393,82,4.88761879
KR1301110007989,"SEONDO ELECTRIC CO.,LTD.",KR,2712,77171.35189,NA,ANSAN-SI,-1.352,27,4.887456108
JP7012801000492,KOTOBUKIYA CO LTD,JP,4719,77030.33676,168,NA,7.31,47,4.886661797
JP1120001127011,"FASUTOSUTEJI, KK",JP,6810,76952.6449,52,NA,29.573,68,4.886223551
KR1101110296073,"KUKBO CO.,LTD.",KR,4941,76945.35776,NA,BUSAN,-33.917,49,4.886182423
JP3030001026708,RUNSYSTEM CO LTD,JP,9200,76933.10423,238,TOKYO,2.381,92,4.886113256
JP7011301012643,SYSTEMS DESIGN CO LTD,JP,6209,76822.50495,486,TOKYO,-7.226,62,4.885488464
KR1345110001814,WOOJIN INC.,KR,2651,76805.7827,NA,HWASEONG-SI,-10.519,26,4.885393919
JP6180001045896,GENERAL PACKER CO LTD,JP,2899,76706.80373,187,NAGOYA,18.702,28,4.884833887
JP3120001061514,OSG CORPORATION CO LTD,JP,2899,76672.27425,352,HIGASHI-OSAKA,30.414,28,4.884638345
KR1156110001401,"SAMRYOONG CO.,LTD.",KR,1721,76615.24547,NA,NA,0.456,17,4.884315197
JP3330001011679,GREENLAND RESORT COMPANY LIMITED,JP,9321,76609.64694,224,NA,5.393,93,4.884283461
KR1741110002630,"DAEDONG METALS CO.,LTD.",KR,2932,76463.22698,131,DAEGU,-0.424,29,4.883452623
KR1101110115504,"LOTTE TOURS DEVELOPMENT CO.,LTD.",KR,7912,76394.36794,NA,SEOUL,-3.854,79,4.883061342
JP2180001091861,TSURUYA CO LTD,JP,2332,76367.42673,395,NAGOYA,3.952,23,4.882908157
KR1301110009365,"JINRO DISTILLERS CO.,LTD.",KR,1102,76367.39178,NA,ANSAN-SI,23.149,11,4.882907958
JP3140001052189,TOA VALVE ENGINEERING INC,JP,2814,76322.91909,314,NA,6.915,28,4.882654972
JP8010005017808,ICHIGO OFFICE REIT INVESTMENT CORPORATION,JP,9499,76305.42037,NA,TOKYO,6.839,94,4.882555389
JP9010801008257,SOBAL CORPORATION,JP,6201,76271.22706,966,TOKYO,20.974,62,4.882360733
JP3120001179942,PHYZ HOLDINGS INC,JP,7990,76163.21104,254,OSAKA,17.946,79,4.881745246
JP8120001083116,"DAISAN CO.,LTD.",JP,7732,76153.21434,377,NA,8.898,77,4.881688239
JP5010101003020,NIRECO CORPORATION,JP,2651,76106.27811,355,HACHIOJI,6.046,26,4.881420484
JP7030001075016,SAIBO CO LTD,JP,1310,76077.57274,115,KAWAGUCHI,-0.164,13,4.881256648
KR1348110037954,"NEXT EYE CO.,LTD.",KR,2651,75996.9936,NA,ANYANG-SI,-2.393,26,4.880796412
KR1341110065636,"HUVITZ CO.,LTD.",KR,2660,75995.25669,NA,ANYANG-SI,9.515,26,4.880786486
JP2500001012603,ARIGATOU SERVICES CO LTD,JP,4779,75972.92724,181,IMABARI-SHI,9.309,47,4.88065886
JP8020001114260,TSUKUI STAFF CORPORATION,JP,7820,75963.34208,200,YOKOHAMA,16.77,78,4.880604064
JP6130001016191,KYOTO TOOL CO LTD,JP,2849,75953.39728,264,KYOTO,8.346,28,4.880547204
JP5011601005828,HIRAGA CO LTD,JP,1812,75924.36324,309,NA,14.796,18,4.880381158
JP3010005023083,KENEDIX RETAIL REIT CORPORATION,JP,6612,75865.49195,NA,NA,NA,66,4.880044278
JP2090001008148,TRI CHEMICAL LABORATORIES INC,JP,2059,75827.36,167,UENOHARA,39.077,20,4.879825936
KR1311110057876,"ISC CO.,LTD.",KR,2611,75728.81775,NA,SEONGNAM-SI,1.853,26,4.879261177
KR1101110700555,"SUNIC SYSTEM CO., LTD.",KR,2899,75701.81999,NA,SUWON-SI,9.869,28,4.879106321
JP9470001002353,SAYLOR ADVERTISING INC,JP,7311,75599.85541,183,KAGAWA,2.978,73,4.878520965
JP9120001106932,HIROSE TUSYO INC,JP,6611,75537.95858,78,OSAKA,33.899,66,4.878165244
JP3020001050312,VERITE CO LTD,JP,4777,75486.84065,377,YOKOHAMA,10.419,47,4.877871249
JP9230001011196,"THE BANK OF TOYAMA, LTD",JP,6419,75390.98696,310,TAKAOKA,3.123,64,4.877319429
KR1101110250136,"SAMCHULY BICYCLE CO.,LTD.",KR,3091,75233.87907,NA,SEOUL,-4.169,30,4.876413455
JP6130001017685,SUS CO LTD,JP,7022,75193.39614,1567,KYOTO,22.81,70,4.8761797
JP5010001027937,FUJI LATEX CO LTD,JP,2219,75171.1807,297,CHIYODA,15.961,22,4.876051372
JP7290001032412,BUSINESS ONE HOLDINGS INC,JP,6201,75170.189,107,FUKUOKA,25.148,62,4.876045642
KR1101112103953,METALABS INC.,KR,1413,75052.99031,NA,SEOUL,-43.487,14,4.875368
JP8140001034728,KANEMITSU CORPORATION,JP,2932,75017.75787,600,AKASHI,2.698,29,4.87516408
KR1101112494451,"YAS CO.,LTD.",KR,2899,75015.93728,NA,NA,12.862,28,4.87515354
JP3013201002835,SHOWA CHEMICAL INDUSTRY CO LTD,JP,2059,74998.87633,219,NA,12.705,20,4.875054757
KR1341110000096,"DUKSUNG CO.,LTD.",KR,3230,74906.58851,NA,SUWON-SI,0.444,32,4.874520018
KR1701110020397,"DONGIL METAL CO.,LTD.",KR,2451,74796.73793,NA,NA,15.884,24,4.873882658
JP4220001005352,"HACHI-BAN CO., LTD.",JP,5610,74751.57196,175,KANAZAWA,9.805,56,4.87362033
KR1101110008200,"DONG SUNG PHARM. CO.,LTD",KR,2120,74742.40471,325,SEOUL,-12.505,21,4.873567066
JP6010701008104,HAMAI INDUSTRIES LTD,JP,2814,74617.6932,252,SHINAGAWA,2.92,28,4.872841819
JP4180001041518,YAGAMI INC.,JP,4669,74582.32803,225,NA,9.759,46,4.872635935
KR1101111359630,KRTNET CORPORATION,KR,6190,74516.01155,133,SEOUL,3.953,61,4.872249601
KR1345110233665,"DIOSTECH CO.,LTD.",KR,2670,74413.58021,NA,YONGIN-SI,7.554,26,4.8716522
JP9340001008231,PRINTNET INC,JP,1812,74407.81863,315,KAGOSHIMA,0.957,18,4.871618573
JP1011101015686,NIKKEN KOGAKU CO LTD,JP,7732,74374.89677,164,SHINSHUKU,4.645,77,4.871426376
JP7010001018224,SHOBUNSHA PUBLICATIONS INC,JP,5819,74126.94828,317,CHIYODA,1.092,58,4.869976121
JP9290001004368,"FUKUOKA CHUO BANK, LTD.",JP,6419,74066.2399,468,FUKUOKA,1.992,64,4.869620298
JP3250001003412,TITAN KOGYO LTD,JP,2059,74044.35952,284,UBE,9.038,20,4.869491981
KR1101110046197,"MOHENZ CO.,LTD.",KR,2352,74005.44236,NA,NA,3.893,23,4.869263659
JP4010405010036,KENEDIX RESIDENTIAL INVESTMENT CORPORATION,JP,9499,73985.29817,NA,TOKYO,6.1,94,4.869145428
JP3010401058435,TAKASE CORPORATION,JP,5222,73970.42335,241,MINATO,4.413,52,4.869058104
JP7070001002503,NIPPAN RENTAL COMPANY LIMITED,JP,7732,73965.9062,244,MAEBASHI,15.272,77,4.869031582
KR1101111081928,"GALAXIA COMMUNICATIONS CO.,LTD.",KR,5829,73895.74638,NA,SEOUL,5.486,58,4.86861944
JP2180001061708,SHARINGTECHNOLOGY INC,JP,7022,73876.63837,346,NAGOYA,-33.121,70,4.868507125
JP3011601010978,SUZUMO MACHINERY CO LTD,JP,2893,73805.47563,366,NA,6.018,28,4.868088583
JP1010801002630,KATSURAGAWA ELECTRIC CO LTD,JP,2899,73800.95886,353,OTA,-10.843,28,4.868062004
KR1101112722761,"STO CO.,LTD.",KR,1413,73539.64688,NA,SEOUL,11.779,14,4.86652154
JP2040001027978,IKKA DINING PROJECT LTD,JP,5610,73516.05589,284,NA,-4.975,56,4.866382199
KR1101111634272,"HIMS CO.,LTD.",KR,2899,73471.15491,223,INCHEON,13.062,28,4.866116867
JP8120101000268,ASAKA INDUSTRIAL CO LTD,JP,2573,73457.08625,147,OSAKA,2.682,25,4.866033698
KR1101112539322,NHN BUGS CORPORATION,KR,5829,73283.66139,NA,SEONGNAM-SI,7.981,58,4.865007159
KR1358110087297,"BIXOLON CO.,LTD.",KR,2620,73280.76278,NA,SEONGNAM-SI,8.704,26,4.864989981
KR1943110012186,"EM KOREA CO.,LTD.",KR,2849,73261.186,NA,NA,-22.9,28,4.864873945
KR1211110078395,"SHINDO ENG. LAB., LTD.",KR,2899,73244.18565,NA,NA,33.431,28,4.864773155
JP7011001018214,NEPON INC,JP,2521,73195.24301,275,NA,5.595,25,4.864482857
JP8010401089756,UNITED&COLLECTIVE CO LTD,JP,5610,73168.95092,197,TOKYO,7.085,56,4.864326828
KR1748110017627,"TPC CO.,LTD.",KR,2932,73143.09134,NA,GYEONGSAN-SI,-6.474,29,4.864173312
KR1101116016673,"NAMU TECH CO.,LTD.",KR,5829,73142.80804,NA,SEONGNAM-SI,26.317,58,4.864171629
KR1101111051137,"NE NEUNGYULE, INC.",KR,5811,73097.9471,352,SEOUL,1.585,58,4.86390518
JP2220001005602,"FUKUSHIMA PRINTING CO., LTD.",JP,1812,73096.67435,433,KANAZAWA,8.353,18,4.863897618
JP8020001005906,INTER ACTION CORPORATION,JP,2651,73048.7622,145,YOKOHAMA,26.507,26,4.863612861
KR1545110049654,"WIN HITECH CO.,LTD.",KR,2511,73048.17511,NA,NA,-17.436,25,4.863609371
JP1120001019704,EIDAI KAKO CO LTD,JP,2932,72964.32882,493,OSAKA,5.416,29,4.863110592
KR1311110057925,S & S TECH CORPORATION,KR,2611,72954.54236,206,DAEGU,11.387,26,4.863052338
KR1101114291540,SUNDAYTOZ CORP.,KR,6619,72897.65775,NA,SEONGNAM-SI,4.346,66,4.862713574
